DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Steve Patrick A/C & Refrigeration,2561 N Purdue Ave,Fresno,CA,93727,United States,559-825-4681,36.7493,-119.7091,http://www.fresnoclovisacrepair.com/,Carrier
Maximum Air,3634 W. Swift,Fresno,CA,93722,United States,559-500-3323,36.7968,-119.9313,http://www.maximumairfresno.com/,Carrier
Nagare Quality A/C & Heating,5757 E Clinton Ave,Fresno,CA,93727,United States,559-500-2116,36.7493,-119.7091,,Carrier
Superior Air,8244 W Hillsdale Ct,Visalia,CA,93291,United States,559-372-2953,36.3862,-119.3699,http://www.superior-air.com,Carrier
Hardy Quality Air,2576 Freedom Blvd,Watsonville,CA,95076,United States,831-288-2703,36.9274,-121.7472,http://hardyqualityair.com,Carrier
"Excel Heating & Sheet Metal, Inc.",1725 San Felipe Rd,Hollister,CA,95023,United States,831-205-2972,36.7975,-121.2316,http://www.excelheatingandsheetmetal.com/,Carrier
T F F Heating,10435 New Ave,Gilroy,CA,95020,United States,408-786-9267,37.0418,-121.4684,http://tffhvac.com/,Carrier
Bogner Sheet Metal Heating & Air Conditioning,142 Benito Ave,Santa Cruz,CA,95062,United States,831-824-4917,36.9729,-121.9892,http://www.bognersheetmetal.com/,Carrier
Ventwerx,16850 Sorrel Ct,Morgan Hill,CA,95037,United States,669-228-4414,37.2101,-121.5392,,Carrier
Cooper Brothers Inc,6122 Camino Verde Drive,San Jose,CA,95119,United States,669-999-6795,37.2317,-121.7873,http://www.72degreescb.com/,Carrier
AIR & PLUMBING SYSTEMS,14107 Capri Dr,Los Gatos,CA,95032,United States,408-940-0093,37.2206,-121.9475,http://airandplumbing.com/,Carrier
R & B Heating & Air Conditioning,2828 Aiello Drive,San Jose,CA,95111,United States,669-222-1682,37.2804,-121.8223,,Carrier
ABS Heating and Air Conditioning,334 Shamrock Dr,Campbell,CA,95009,United States,669-999-2332,37.2871,-121.9488,http://www.absheatingandairconditioning.com,Carrier
Pacific Coast Mechanical,247 Sunol St,San Jose,CA,95126,United States,669-999-5899,37.3266,-121.9169,http://pacificcoastmechanical.com,Carrier
CP Mechanical,720 South Amphlett Blvd,San Mateo,CA,94402,United States,650-381-9603,37.5579,-122.3251,http://cpmechanical.com,Carrier
Carol J Flynn Inc,501 10th Ave,San Mateo,CA,94402,United States,650-231-4758,37.5579,-122.3251,http://www.carolflynn.com,Carrier
DEGREE HVAC,2566 Bay Rd,Redwood City,CA,94063,United States,650-226-8458,37.4921,-122.2073,http://www.degreehvac.com,Carrier
"Annuzzi Heating & Cooling, Inc.",6 So. Linden Ave,South San Francisco,CA,94080,United States,650-409-5802,37.6562,-122.4257,http://www.annuzziheating.com,Carrier
Bayhill Heat & Air,1047 S Claremont St,San Mateo,CA,94402,United States,650-399-3271,37.5579,-122.3251,http://www.bayhillheatair.com,Carrier
"Techpro Builders, Inc.",71 Glenn Way,San Carlos,CA,94403,United States,650-781-0507,37.5381,-122.3057,http://www.techprobuilders.com/,Carrier
Ortiz Heating and Air,833 Mahler Rd,Burlingame,CA,94010,United States,415-890-0741,37.567,-122.3669,http://www.ortizheatingac.com,Carrier
Mayen HVAC,1872 Evergreen Street,San Mateo,CA,94401,United States,415-570-7693,37.5741,-122.3193,http://mayenhvac.com,Carrier
Air Quality Heating & Air Conditioning,720 Northrup St,San Jose,CA,95126,United States,669-999-5943,37.3266,-121.9169,http://www.airandheat.net,Carrier
Sandium,1045 N 10th St,San Jose,CA,95112,United States,669-999-5925,37.3422,-121.8823,http://www.sandium.com,Carrier
Express Heating & Air Conditioning,PO Box 2535,San Ramon,CA,94583,United States,925-307-6322,37.778,-122.0025,http://www.expressheatandair.com,Carrier
"Schmitt Heating Co., Inc.",1580 Tennessee St,San Francisco,CA,94107,United States,415-481-3756,37.7757,-122.3952,http://www.schmittheating.com,Carrier
Tri-United Heating,88 E Westview Ave,Spokane,WA,99218,United States,509-724-0692,47.7618,-117.4331,,Carrier
Clarke and Rush Mechanical,4411 Auburn Blvd,Sacramento,CA,95841,United States,916-318-0920,38.66,-121.346,http://www.clarke-rush.com,Carrier
Peterson Mechanical Inc,21819 8th St E,Sonoma,CA,95476,United States,707-509-3927,38.257,-122.4597,http://www.petersonmechanical.com/,Carrier
BELL PRODUCTS INC,722 Soscol Ave,Napa,CA,94559,United States,707-690-1361,38.2077,-122.3332,http://www.bellproducts.com,Carrier
Dependable Sheet Metal,1855 N 1st St,Dixon,CA,95620,United States,707-999-4674,38.4183,-121.7785,http://www.dependableair.com,Carrier
Superior Mechanical,5130 Fulton Dr,Fairfield,CA,94534,United States,707-207-6746,38.2728,-122.0642,http://www.mysuperiormechanical.com,Carrier
Moore Mechanical,6575 Trinity Ct,Dublin,CA,94568,United States,925-307-6495,37.7172,-121.9289,http://www.mooremechanical.com,Carrier
Air Conditioning Systems,5151 Port Chicago Hwy,Concord,CA,94520,United States,925-490-2649,38.014,-122.0422,http://acsystemsinc.com,Carrier
"COMPARE HEATING, A/C & S/M INC",1717 Solano Way Ste 42,Concord,CA,94520,United States,925-421-0733,38.014,-122.0422,http://comparehvac.com,Carrier
"Hassler Heating and Air Conditioning, Inc.",1537 S 56th St,El Cerrito,CA,94530,United States,510-957-9704,37.9232,-122.2937,http://www.hasslerheating.com,Carrier
Connolly Heating & Air Conditioning,428 N Buchanan Cir,Pacheco,CA,94553,United States,925-849-0260,37.9788,-122.1647,http://connollyhvac.com,Carrier
"Mason BPP, Inc.",837 Arnold Dr,Martinez,CA,94553,United States,925-951-0994,37.9788,-122.1647,http://www.buildingperformanceprofessionals.com/,Carrier
Test Dealer - Sigler,1920 Mark Ct,Concord,CA,94520,United States,925-849-0257,38.014,-122.0422,,Carrier
California Heating and Cooling,1814 Verne Roberts Cir,Antioch,CA,94509,United States,925-529-4548,37.9799,-121.8022,http://californiahc.com,Carrier
"ABC Cooling, Heating, & Plumbing",3266 Investment Blvd,Hayward,CA,94545,United States,510-270-2757,37.6305,-122.1181,http://www.abccooling.com/,Carrier
4 Seasons Heating & A/C,PO Box 20129,Castro Valley,CA,94546,United States,510-244-3285,37.7052,-122.0821,http://4seasonsheat.com,Carrier
GOSAL HEATING & AIR COND.,34492 Torrey Pine Ln,Union City,CA,94587,United States,510-953-6139,37.597,-122.059,http://gosalair.com,Carrier
"Flanders Heat and Air Systems, Inc.",555 Peters Ave,Pleasanton,CA,94566,United States,925-400-9021,37.6395,-121.8586,http://www.flandersair.com,Carrier
Jazz Heating and Air Conditioning Inc.,"5627 Stoneridge Drive, Ste 304",Pleasanton,CA,94588,United States,925-291-0655,37.692,-121.8937,http://jazzheatair.com/,Carrier
Blue Mountain Construction Services,707 Aldridge Rd,Vacaville,CA,95688,United States,707-999-4657,38.4195,-122.0266,http://www.bluemountainair.net,Carrier
Diablo Valley Comfort Systems,527 Osborn Lane,Pleasant Hill,CA,94523,United States,925-951-0969,37.9547,-122.076,http://www.diablohvac.com,Carrier
Saroni Heating and A/C Inc.,2912 Park Ct,Martinez,CA,94553,United States,925-603-3959,37.9788,-122.1647,http://www.saroniheatingandac.com,Carrier
Kel-Aire,4 Parker Ave,Rodeo,CA,94572,United States,510-296-8788,38.0295,-122.2383,http://www.kelaire.com,Carrier
Simpson Sheet Metal Inc,2833 Dowd Dr,Santa Rosa,CA,95407,United States,707-867-1825,38.3942,-122.7435,https://www.simpsonsheetmetal.com,Carrier
"Aarvaks Heating and Air Conditioning, Inc.",723 Dwight Way,Berkeley,CA,94710,United States,510-899-9056,37.8702,-122.3026,http://aarvaks.com,Carrier
Milano Mechanical,1317 Scott Street,Petaluma,CA,94954,United States,707-559-9963,38.2306,-122.5591,http://www.milanomechanical.com,Carrier
HVAC Gurus,416 West San Carlos Street,San Jose,CA,95110,United States,408-703-1135,37.3461,-121.9091,,Carrier
M and M Heating and Air Conditioning Co,1701 Seward Way,Stockton,CA,95207,United States,209-425-3933,38.0024,-121.3251,http://mmheatair.com/,Carrier
Tanco Inc DBA Tenney A. Norquist,2310 N Walnut Rd,Turlock,CA,95382,United States,209-497-4513,37.5334,-120.8574,http://norquistair.com/,Carrier
Angels Sheet Metal Inc,2502 Gun Club Road,Angels Camp,CA,95222,United States,209-736-5039,38.0709,-120.6436,http://www.angelssheetmetalinc.com,Carrier
Basra Heating & Air Conditioning,231 Portico Lane,Tracy,CA,95377,United States,510-931-7183,37.7228,-121.476,,Carrier
Brewer Heating & Air Inc.,937 Golden Gate Terrace,Grass Valley,CA,95945,United States,530-802-2374,39.2183,-120.9247,http://www.brewerhvac.com,Carrier
Ski Air Conditioning Co,5528 Merchant Cir,Placerville,CA,95667,United States,530-206-0437,38.7308,-120.774,http://www.skiair.com,Carrier
Jason Mechanical,3197 Fitzgerald Rd,Rancho Cordova,CA,95742,United States,916-905-4824,38.5812,-121.2052,http://jasonmech.net,Carrier
Comfort Master,312 20th St,Sacramento,CA,95811,United States,916-245-1331,38.5762,-121.488,http://www.comfortmaster.net/,Carrier
John Burger Heating & Air,710 Cooper Ave,Yuba City,CA,95991,United States,530-777-0617,39.0204,-121.6141,http://johnburgerhvac.com,Carrier
DYNAMIC MECHANICAL,3487 Orange Grove Ave,North Highlands,CA,95660,United States,916-229-6803,38.6687,-121.3891,http://www.dynamicmech.com,Carrier
A + Heating and Air,7660 Garden Grove Ct,Antelope,CA,95843,United States,916-318-0951,38.7156,-121.3637,http://www.aplusheatingair.com,Carrier
COMFORT EXPERT HTNG & AIR,8339 Ruge Ct,Antelope,CA,95843,United States,916-287-0526,38.7156,-121.3637,https://www.comfortexpertair.com/,Carrier
FRONT RANGE HVAC LLC,522 Wilcox St,Castle Rock,CO,80108,United States,720-689-0518,39.4483,-104.8658,https://www.frontrangehvac.com/,Carrier
Done Plumbing & Heating,541 Norfolk St,Aurora,CO,80011,United States,720-644-6587,39.7351,-104.7814,http://www.itsdone.com/,Carrier
Steel T Heating Inc,2750 S Shoshone St,Englewood,CO,80110,United States,720-372-0743,39.6467,-105.0092,http://www.steeltheating.com,Carrier
Ultimate Heating & Cooling Inc.,4971 Monaco St,Commerce City,CO,80022,United States,720-773-6511,39.8641,-104.8219,http://www.ultimateheatingandcooling.com,Carrier
High Efficiency Heating & Cooling,7842 E PONDEROSA LANE,PARKER,CO,80138,United States,720-443-4751,39.5048,-104.7382,,Carrier
SUNSHINE PLUMBING HEATING AIR,9791 Brighton Road,Henderson,CO,80640,United States,720-613-4311,39.8873,-104.8805,,Carrier
SOLUTIONS MECHANICAL INC,11801 E 33rd Ave,Aurora,CO,80010,United States,720-773-5901,39.7403,-104.8598,,Carrier
B & B Heating & AC Inc,4892 Marshall St,Wheat Ridge,CO,80033,United States,720-689-0271,39.7756,-105.108,http://www.bbheating.com/,Carrier
Great Peaks Inc.,15527 Huron St,Broomfield,CO,80023,United States,720-773-6417,39.9619,-105.0148,http://greatpeaksheatingandair.com/,Carrier
Carbon Valley Heating & Air,810 First St,Firestone,CO,80520,United States,720-358-0441,40.113,-104.9359,http://www.carbonvalleyheatingandair.com/,Carrier
"Plumbline Services, Inc",7000 S Potomac St,Centennial,CO,80112,United States,720-773-6667,39.5742,-104.8588,http://www.plumblineservices.com,Carrier
Impact Heating & Cooling Inc.,12995 Pennsylvania St Unit 8B,Thornton,CO,80241,United States,720-689-0520,39.929,-104.9535,,Carrier
Carroll Mechanical Svcs,1830 Boston Ave,Longmont,CO,80501,United States,720-891-4666,40.1771,-105.0797,,Carrier
MAJOR HEATING & A/C,6285 W 48th Ave,Wheat Ridge,CO,80033,United States,720-773-5124,39.7756,-105.108,http://www.majorheating.com,Carrier
AIR MECHANICAL INC,2700 S Main St,Erie,CO,80516,United States,720-689-0822,40.0782,-105.0312,,Carrier
Bob Staley Plumbing - Heating - Air,308 W Railroad Ave,Fort Morgan,CO,80701,United States,970-427-4856,40.1574,-103.8158,,Carrier
GOLDEN HEATING & Air,12355 W. 53rd Ave.,Arvada,CO,80002,United States,720-545-1178,39.7953,-105.1025,,Carrier
REDLINE HTG & COOLING LLC,5415 W 59TH AVE,ARVADA,CO,80003,United States,720-370-7073,39.8271,-105.064,,Carrier
S & H Sheet Metal,1444 W Maple Ave,Denver,CO,80223,United States,720-515-2932,39.6958,-105.0015,,Carrier
CLIMATE MECHANICAL SOLUTIONS,2134 S Valentia St,DENVER,CO,80231,United States,720-689-0194,39.6799,-104.8841,,Carrier
"M and M Heating & Cooling, Plumbing & Electrical",110 S Bowen Cir,Longmont,CO,80501,United States,720-689-0677,40.1771,-105.0797,http://www.mandmhvac.com/,Carrier
TRI-CITY HTG & A/C,127 W 12th St,Loveland,CO,80537,United States,970-612-8960,40.3726,-105.133,,Carrier
Stellar Energy Contractors,400 Corporate Circle,Golden,CO,80403,United States,720-773-5623,39.8472,-105.4,,Carrier
"IMS Heating & Air Conditioning, Inc.",5213 Longs Peak Rd,Berthoud,CO,80513,United States,970-344-9106,40.2947,-105.104,,Carrier
Strong Heating & Cooling,5309 CASTLE PINES CT,Fort Collins,CO,80525,United States,970-829-8245,40.5065,-105.0136,,Carrier
"VAN ZEE HEATING & AIR, LLC",115 Oak,Julesburg,CO,80737,United States,970-425-3713,40.8796,-102.1836,,Carrier
Air Concepts LLC,33523 HWY 385,Wray,CO,80758,United States,970-425-6950,40.1407,-102.2188,,Carrier
Rial Heating,3606 N Stone Ave,Colorado Springs,CO,80907,United States,719-900-4071,38.8792,-104.8266,http://www.rialheating.com,Carrier
OLSON PLUMBING & HTG,121 W Cucharras St,Colorado Springs,CO,80903,United States,719-602-4998,38.832,-104.8157,,Carrier
"Royal Electrical Services, Inc",800 W 2nd St,Pueblo,CO,81003,United States,719-582-2773,38.2815,-104.634,,Carrier
Oak View Mechanical,4655 Town Center Dr,Colorado Springs,CO,80916,United States,719-900-3842,38.8065,-104.713,,Carrier
High Altitude Heating & Air,1417 Potter Dr #103,Colorado Springs,CO,80909,United States,719-602-4969,38.852,-104.7754,,Carrier
"The Heat Depot, LLC",4218 N Nevada Ave,Colorado Springs,CO,80907,United States,719-900-4096,38.8792,-104.8266,http://theheatdepot.co/,Carrier
ADVANTAGE HEATING & COOLING,3105 N Cascade Ave,Colorado Springs,CO,80907,United States,719-299-5442,38.8792,-104.8266,,Carrier
MOUNTAIN VIEW COMFORT,1335 CALVERT AVE,Colorado Springs,CO,80904,United States,719-900-4268,38.8588,-104.8756,,Carrier
Hardcastle Heat & Air,1212 1/2 US HWY 24,Woodland Park,CO,80863,United States,719-425-2741,39.0237,-105.0999,,Carrier
Garrhs Heating & Air Conditioning,721 Turner Dr,Durango,CO,81303,United States,970-459-4607,37.1448,-107.8777,http://www.garrhs.com,Carrier
T S Heating,46 S 1200 W,Vernal,UT,84078,United States,435-731-9736,40.1055,-109.4989,,Carrier
Majors Heating & A/C,5976 E 4000 S,Vernal,UT,84078,United States,435-631-9591,40.1055,-109.4989,,Carrier
CROPPMETCALFE-BELTSVILLE,5301 Holland Dr,Beltsville,MD,20705,United States,240-241-0349,39.0435,-76.8995,,Carrier
"Michael & Son Services, Inc.",5740 General Washington Dr,Alexandria,VA,22312,United States,571-341-5274,38.8177,-77.1548999999998,http://www.michaelandson.com,Carrier
"Mannix Heating & Cooling, LLC",26955 Gum Spring Rd,Chantilly,VA,20152,United States,571-293-6912,38.8963,-77.5216000000002,,Carrier
"Comfort Solutions, Inc.",7518 Fullerton Rd,Springfield,VA,22153,United States,571-281-7640,38.7452,-77.2324000000001,http://www.comfortsolutionsinc.net,Carrier
Gary P Frank Inc,8918 Ridge Pl,Bethesda,MD,20817,United States,240-752-7714,38.9986,-77.1487999999999,,Carrier
H.D Johnson Inc.,5500 Macarthur Blvd NW,Washington,DC,20016,United States,202-618-0994,38.9381,-77.0911999999998,,Carrier
"M & M Mechanical, Inc.",7964 Conell Ct,Lorton,VA,22079,United States,571-388-3087,38.6817,-77.2042000000002,http://www.mmmechanical.com,Carrier
James A Wheat and Sons Inc,7834 Beechcraft Ave,Gaithersburg,MD,20879,United States,240-406-8414,39.1712,-77.1842000000001,http://www.wheatandsons.com,Carrier
T J Fannon and Sons Inc,1200 Duke St,Alexandria,VA,22314,United States,571-483-8140,38.8091,-77.0564000000001,,Carrier
Minnicks Inc,5200 Minnick Rd,Laurel,MD,20707,United States,888-413-0971,39.0931,-76.8846999999998,http://www.minnicks.com,Carrier
Advanced Building Service Inc.,23475 Rock Haven Way,Sterling,VA,20166,United States,571-732-3519,38.9643,-77.4676999999999,,Carrier
"James Vito, Inc.",681 Southlawn Ln,Rockville,MD,20850,United States,240-428-0722,39.0897,-77.1798,,Carrier
PARS,45945 Trefoil Ln,Sterling,VA,20166,United States,571-386-2613,38.9643,-77.4676999999999,,Carrier
"M. P. Energy Services, Inc.",200 Hammonton Pl,Silver Spring,MD,20904,United States,240-437-4005,39.066,-76.9782999999999,,Carrier
John G Webster Service Co,10738 Tucker St,Beltsville,MD,20705,United States,240-560-2874,39.0435,-76.8995,,Carrier
ARS/Rescue Rooter,9010 Maier Rd,Laurel,MD,20723,United States,240-623-1208,39.1364,-76.8642000000003,,Carrier
Hutchinson Plumbing Heating Cooling,621 Chapel Ave E,Cherry Hill,NJ,08034,United States,888-398-1102,39.9056,-74.9992999999998,http://www.hutchbiz.com,Carrier
Pierce Total Comfort,24 Chancellorsville Cir,Middletown,DE,19709,United States,302-314-3509,39.494,-75.6812999999998,http://www.piercetotalcomfort.com,Carrier
Joseph Frederick and Sons,810 Stanton Rd,Wilmington,DE,19804,United States,302-483-7273,39.7187,-75.6123000000001,http://www.jfrederickandsons.com/,Carrier
William G. Day Company,1603 Jessup St,Wilmington,DE,19802,United States,302-660-0877,39.748,-75.5244000000003,http://www.williamgdayco.com,Carrier
"Hentkowski, Inc.",3420 Old Capitol Trl,Wilmington,DE,19808,United States,302-660-0872,39.7388,-75.6641999999998,http://www.hentkowski.com,Carrier
Delaware Heating & A/C,713 Millcreek Ln,Bear,DE,19701,United States,302-294-0377,39.5786,-75.7006,,Carrier
Green Source Mechanical,26 Surrey Ln,Rising Sun,MD,21911,United States,443-406-4631,39.6875,-76.0357999999997,,Carrier
"Horn Plumbing & Heating, Inc.",304 National Rd,Exton,PA,19341,United States,484-713-9558,40.043,-75.64,,Carrier
Burns and McBride Home Comfort,18 Boulden Cir,New Castle,DE,19720,United States,302-298-1914,39.6483,-75.6040999999997,,Carrier
Delaware Refrigeration,2 Garfield Way,Newark,DE,19713,United States,302-455-8119,39.6702,-75.7117,,Carrier
Oliver Heating & Cooling,101 Waverly Ave,Morton,PA,19070,United States,484-470-1436,39.9064,-75.3241,,Carrier
"Coastal Comfort, Inc.",32101 Beaver Run Drive,Salisbury,MD,21804,United States,443-210-4404,38.3596,-75.5704999999997,http://www.coastalcomforthvac.net,Carrier
"Coastal Comfort, Inc.",37614 S Timberlake Trl,Rehoboth Beach,DE,19971,United States,302-990-8537,38.7115,-75.1085999999998,,Carrier
Comfort Plus Services,3941 Federalsburg Hwy,Federalsburg,MD,21632,United States,443-746-3504,38.7403,-75.7758,,Carrier
Peninsula Oil & Propane,40 N Market St,Seaford,DE,19973,United States,302-404-6773,38.6412,-75.6063000000001,,Carrier
OC Comfort Services Inc.,12636 Sunset Ave,Ocean City,MD,21842,United States,443-856-4020,38.3984,-75.0667000000002,http://occomfort.com/,Carrier
First Class,PO Box 1264,Millsboro,DE,19966,United States,302-648-5275,38.5762,-75.3071999999998,,Carrier
Sharp Energy Services,22033 Dupont Blvd,Georgetown,DE,19947,United States,302-515-0262,38.6752,-75.4022000000001,,Carrier
"5 Star Plumbing, Heating & Cooling",12415 Snug Harbor Rd,Berlin,MD,21811,United States,888-608-3843,38.3252,-75.2176000000002,,Carrier
